CMDLINE /home/oscar/anaconda2/envs/devito_newest/bin/python ./utest_nodask_naws.py
MEM 638.218750 1571167675.6827
MEM 638.218750 1571167675.7830
MEM 638.218750 1571167675.8833
MEM 638.218750 1571167675.9836
MEM 638.218750 1571167676.0839
MEM 638.218750 1571167676.1842
MEM 638.218750 1571167676.2844
MEM 638.218750 1571167676.3848
MEM 638.218750 1571167676.4850
MEM 638.218750 1571167676.5853
MEM 638.218750 1571167676.6856
MEM 638.218750 1571167676.7860
MEM 638.218750 1571167676.8862
MEM 638.218750 1571167676.9875
MEM 638.218750 1571167677.0878
MEM 638.218750 1571167677.1882
MEM 638.218750 1571167677.2885
MEM 638.218750 1571167677.3889
MEM 638.218750 1571167677.4892
MEM 638.218750 1571167677.5895
MEM 638.218750 1571167677.6899
MEM 638.218750 1571167677.7902
MEM 638.218750 1571167677.8905
MEM 638.218750 1571167677.9908
MEM 638.218750 1571167678.0912
MEM 638.218750 1571167678.1915
MEM 656.027344 1571167678.2918
MEM 647.476562 1571167678.3922
MEM 647.476562 1571167678.4924
MEM 647.476562 1571167678.5927
MEM 647.476562 1571167678.6931
MEM 647.476562 1571167678.7934
MEM 647.476562 1571167678.8937
MEM 647.476562 1571167678.9941
MEM 647.476562 1571167679.0944
MEM 647.476562 1571167679.1947
MEM 647.476562 1571167679.2950
MEM 647.476562 1571167679.3953
MEM 647.476562 1571167679.4956
MEM 647.476562 1571167679.5959
MEM 647.476562 1571167679.6963
MEM 647.476562 1571167679.7966
MEM 647.476562 1571167679.8969
MEM 647.476562 1571167679.9972
MEM 647.476562 1571167680.0976
MEM 647.476562 1571167680.1979
MEM 647.476562 1571167680.2982
MEM 647.476562 1571167680.3986
MEM 647.476562 1571167680.4988
MEM 647.476562 1571167680.5990
MEM 647.476562 1571167680.6994
MEM 647.476562 1571167680.7997
MEM 647.476562 1571167680.9000
MEM 647.476562 1571167681.0003
MEM 647.476562 1571167681.1007
MEM 647.476562 1571167681.2009
MEM 647.476562 1571167681.3012
MEM 647.476562 1571167681.4015
MEM 647.476562 1571167681.5018
MEM 647.476562 1571167681.6021
MEM 647.476562 1571167681.7025
MEM 647.476562 1571167681.8028
MEM 647.476562 1571167681.9030
MEM 647.476562 1571167682.0033
MEM 647.476562 1571167682.1037
MEM 647.476562 1571167682.2039
MEM 647.476562 1571167682.3042
MEM 647.476562 1571167682.4045
MEM 647.476562 1571167682.5048
MEM 647.476562 1571167682.6050
MEM 647.476562 1571167682.7054
MEM 647.476562 1571167682.8057
MEM 647.476562 1571167682.9060
MEM 647.476562 1571167683.0063
MEM 647.476562 1571167683.1067
MEM 647.476562 1571167683.2069
MEM 647.476562 1571167683.3072
MEM 656.523438 1571167683.4075
MEM 656.523438 1571167683.5078
MEM 656.523438 1571167683.6082
MEM 656.523438 1571167683.7085
MEM 656.523438 1571167683.8089
MEM 656.523438 1571167683.9092
MEM 656.523438 1571167684.0095
MEM 656.523438 1571167684.1098
MEM 656.523438 1571167684.2101
MEM 656.523438 1571167684.3103
MEM 656.523438 1571167684.4107
MEM 656.523438 1571167684.5110
MEM 656.523438 1571167684.6113
MEM 656.523438 1571167684.7116
MEM 656.523438 1571167684.8120
MEM 656.523438 1571167684.9122
MEM 656.523438 1571167685.0126
MEM 656.523438 1571167685.1129
MEM 656.523438 1571167685.2131
MEM 656.523438 1571167685.3134
MEM 656.523438 1571167685.4137
MEM 656.523438 1571167685.5140
MEM 656.523438 1571167685.6143
MEM 656.523438 1571167685.7146
MEM 656.523438 1571167685.8150
MEM 656.523438 1571167685.9154
MEM 656.523438 1571167686.0157
MEM 656.523438 1571167686.1160
MEM 656.523438 1571167686.2163
MEM 656.523438 1571167686.3166
MEM 656.523438 1571167686.4169
MEM 656.523438 1571167686.5172
MEM 656.523438 1571167686.6175
MEM 656.523438 1571167686.7179
MEM 656.523438 1571167686.8182
MEM 656.523438 1571167686.9185
MEM 656.523438 1571167687.0189
MEM 656.523438 1571167687.1191
MEM 656.523438 1571167687.2194
MEM 656.523438 1571167687.3197
MEM 656.523438 1571167687.4200
MEM 656.523438 1571167687.5204
MEM 656.523438 1571167687.6207
MEM 656.523438 1571167687.7211
MEM 656.523438 1571167687.8215
MEM 656.523438 1571167687.9217
MEM 656.523438 1571167688.0221
MEM 656.523438 1571167688.1223
MEM 656.523438 1571167688.2226
MEM 656.523438 1571167688.3229
MEM 656.523438 1571167688.4232
MEM 656.523438 1571167688.5235
MEM 656.523438 1571167688.6238
MEM 656.523438 1571167688.7242
MEM 656.523438 1571167688.8246
MEM 656.523438 1571167688.9248
MEM 656.523438 1571167689.0252
MEM 656.523438 1571167689.1255
MEM 656.523438 1571167689.2258
MEM 656.523438 1571167689.3261
MEM 656.523438 1571167689.4264
MEM 656.523438 1571167689.5267
MEM 656.523438 1571167689.6270
MEM 656.523438 1571167689.7273
MEM 656.523438 1571167689.8277
MEM 656.523438 1571167689.9279
MEM 656.523438 1571167690.0283
MEM 656.523438 1571167690.1285
MEM 656.523438 1571167690.2288
MEM 656.523438 1571167690.3292
MEM 656.523438 1571167690.4294
MEM 656.523438 1571167690.5297
MEM 656.523438 1571167690.6300
MEM 656.523438 1571167690.7303
MEM 656.523438 1571167690.8307
MEM 656.523438 1571167690.9310
MEM 656.523438 1571167691.0313
MEM 656.523438 1571167691.1316
MEM 656.523438 1571167691.2319
MEM 656.523438 1571167691.3323
MEM 656.523438 1571167691.4325
MEM 656.523438 1571167691.5328
MEM 656.523438 1571167691.6331
MEM 656.523438 1571167691.7335
MEM 656.523438 1571167691.8338
MEM 656.523438 1571167691.9341
MEM 656.523438 1571167692.0345
MEM 656.523438 1571167692.1348
MEM 656.523438 1571167692.2350
MEM 656.523438 1571167692.3354
MEM 656.523438 1571167692.4356
MEM 656.523438 1571167692.5360
MEM 656.523438 1571167692.6363
MEM 656.523438 1571167692.7366
MEM 656.523438 1571167692.8370
MEM 656.523438 1571167692.9373
MEM 656.523438 1571167693.0376
MEM 656.523438 1571167693.1379
MEM 656.523438 1571167693.2382
MEM 656.523438 1571167693.3385
MEM 656.523438 1571167693.4388
MEM 656.738281 1571167693.5391
MEM 656.738281 1571167693.6395
MEM 656.738281 1571167693.7398
MEM 656.738281 1571167693.8401
MEM 656.738281 1571167693.9404
MEM 656.738281 1571167694.0407
MEM 656.738281 1571167694.1410
MEM 656.738281 1571167694.2412
MEM 656.738281 1571167694.3416
MEM 656.738281 1571167694.4418
MEM 656.738281 1571167694.5421
MEM 656.738281 1571167694.6424
MEM 656.738281 1571167694.7427
MEM 656.738281 1571167694.8431
MEM 656.738281 1571167694.9433
MEM 656.738281 1571167695.0437
MEM 656.738281 1571167695.1439
MEM 656.738281 1571167695.2442
MEM 656.738281 1571167695.3445
MEM 656.738281 1571167695.4448
MEM 656.738281 1571167695.5451
MEM 656.738281 1571167695.6454
MEM 656.738281 1571167695.7457
MEM 656.738281 1571167695.8461
MEM 656.738281 1571167695.9464
MEM 656.738281 1571167696.0467
MEM 656.738281 1571167696.1471
MEM 656.738281 1571167696.2473
MEM 656.738281 1571167696.3477
MEM 656.738281 1571167696.4479
MEM 656.738281 1571167696.5482
MEM 656.738281 1571167696.6485
MEM 656.738281 1571167696.7488
MEM 656.738281 1571167696.8492
MEM 656.738281 1571167696.9495
MEM 656.738281 1571167697.0498
MEM 656.738281 1571167697.1501
MEM 656.738281 1571167697.2503
MEM 656.738281 1571167697.3507
MEM 656.738281 1571167697.4509
MEM 656.738281 1571167697.5512
MEM 656.738281 1571167697.6515
MEM 656.738281 1571167697.7519
MEM 656.738281 1571167697.8522
MEM 656.738281 1571167697.9525
MEM 656.738281 1571167698.0529
MEM 656.738281 1571167698.1531
MEM 656.738281 1571167698.2534
MEM 656.738281 1571167698.3537
MEM 656.738281 1571167698.4540
MEM 656.738281 1571167698.5542
MEM 665.949219 1571167698.6546
MEM 665.949219 1571167698.7549
MEM 665.949219 1571167698.8553
MEM 665.949219 1571167698.9556
MEM 665.949219 1571167699.0559
MEM 665.949219 1571167699.1562
MEM 665.949219 1571167699.2564
MEM 665.949219 1571167699.3568
MEM 665.949219 1571167699.4570
MEM 665.949219 1571167699.5573
MEM 665.949219 1571167699.6577
MEM 665.949219 1571167699.7580
MEM 665.949219 1571167699.8583
MEM 665.949219 1571167699.9586
MEM 665.949219 1571167700.0590
MEM 665.949219 1571167700.1593
MEM 665.949219 1571167700.2595
MEM 665.949219 1571167700.3598
MEM 665.949219 1571167700.4601
MEM 665.949219 1571167700.5603
MEM 665.949219 1571167700.6606
MEM 665.949219 1571167700.7610
MEM 665.949219 1571167700.8613
MEM 665.949219 1571167700.9617
MEM 665.949219 1571167701.0621
MEM 665.949219 1571167701.1624
MEM 665.949219 1571167701.2627
MEM 665.949219 1571167701.3631
MEM 665.949219 1571167701.4633
MEM 665.949219 1571167701.5637
MEM 665.949219 1571167701.6640
MEM 665.949219 1571167701.7644
MEM 665.949219 1571167701.8647
MEM 665.949219 1571167701.9650
MEM 665.949219 1571167702.0654
MEM 665.949219 1571167702.1656
MEM 665.949219 1571167702.2658
MEM 665.949219 1571167702.3662
MEM 665.949219 1571167702.4664
MEM 665.949219 1571167702.5668
MEM 665.949219 1571167702.6671
MEM 665.949219 1571167702.7689
MEM 665.949219 1571167702.8692
MEM 665.949219 1571167702.9695
MEM 665.949219 1571167703.0699
MEM 665.949219 1571167703.1701
MEM 665.949219 1571167703.2704
MEM 665.949219 1571167703.3707
MEM 665.949219 1571167703.4710
MEM 665.949219 1571167703.5714
MEM 665.949219 1571167703.6717
MEM 665.949219 1571167703.7720
MEM 665.949219 1571167703.8724
MEM 665.949219 1571167703.9727
MEM 665.949219 1571167704.0730
MEM 665.949219 1571167704.1733
MEM 665.949219 1571167704.2735
MEM 665.949219 1571167704.3739
MEM 665.949219 1571167704.4741
MEM 665.949219 1571167704.5744
MEM 665.949219 1571167704.6747
MEM 665.949219 1571167704.7751
MEM 665.949219 1571167704.8755
MEM 665.949219 1571167704.9757
MEM 665.949219 1571167705.0761
MEM 665.949219 1571167705.1763
MEM 665.949219 1571167705.2766
MEM 665.949219 1571167705.3769
MEM 665.949219 1571167705.4772
MEM 665.949219 1571167705.5775
MEM 665.949219 1571167705.6778
MEM 665.949219 1571167705.7781
MEM 665.949219 1571167705.8784
MEM 665.949219 1571167705.9787
MEM 665.949219 1571167706.0791
MEM 665.949219 1571167706.1793
MEM 665.949219 1571167706.2796
MEM 665.949219 1571167706.3800
MEM 665.949219 1571167706.4803
MEM 665.949219 1571167706.5805
MEM 665.949219 1571167706.6808
MEM 665.949219 1571167706.7812
MEM 665.949219 1571167706.8815
MEM 665.949219 1571167706.9818
MEM 665.949219 1571167707.0822
MEM 665.949219 1571167707.1825
MEM 665.949219 1571167707.2829
MEM 665.949219 1571167707.3832
MEM 665.949219 1571167707.4835
MEM 665.949219 1571167707.5838
MEM 665.949219 1571167707.6841
MEM 665.949219 1571167707.7845
MEM 665.949219 1571167707.8848
MEM 665.949219 1571167707.9851
MEM 665.949219 1571167708.0854
MEM 665.949219 1571167708.1856
MEM 665.949219 1571167708.2859
MEM 665.949219 1571167708.3863
MEM 665.949219 1571167708.4865
MEM 665.949219 1571167708.5868
MEM 665.949219 1571167708.6871
MEM 665.949219 1571167708.7874
MEM 656.644531 1571167708.8878
MEM 656.644531 1571167708.9881
MEM 656.644531 1571167709.0884
MEM 656.644531 1571167709.1887
MEM 656.644531 1571167709.2889
MEM 656.644531 1571167709.3892
MEM 656.644531 1571167709.4895
MEM 656.644531 1571167709.5898
MEM 656.644531 1571167709.6901
MEM 656.644531 1571167709.7905
MEM 656.644531 1571167709.8907
MEM 656.644531 1571167709.9910
MEM 656.644531 1571167710.0914
MEM 656.644531 1571167710.1916
MEM 656.644531 1571167710.2919
MEM 656.644531 1571167710.3922
MEM 656.644531 1571167710.4925
MEM 656.644531 1571167710.5927
MEM 656.644531 1571167710.6930
MEM 656.644531 1571167710.7934
MEM 656.644531 1571167710.8936
MEM 656.644531 1571167710.9939
MEM 656.644531 1571167711.0943
MEM 656.644531 1571167711.1945
MEM 656.644531 1571167711.2948
MEM 656.644531 1571167711.3951
MEM 656.644531 1571167711.4955
MEM 656.644531 1571167711.5958
MEM 656.644531 1571167711.6961
MEM 656.644531 1571167711.7965
MEM 656.644531 1571167711.8967
MEM 656.644531 1571167711.9970
MEM 656.644531 1571167712.0974
MEM 656.644531 1571167712.1976
MEM 656.644531 1571167712.2978
MEM 656.644531 1571167712.3982
MEM 656.644531 1571167712.4984
MEM 656.644531 1571167712.5987
MEM 656.644531 1571167712.6990
MEM 656.644531 1571167712.7994
MEM 656.644531 1571167712.8996
MEM 656.644531 1571167712.9999
MEM 656.644531 1571167713.1003
MEM 656.644531 1571167713.2005
MEM 656.644531 1571167713.3008
MEM 656.644531 1571167713.4012
MEM 656.644531 1571167713.5014
MEM 656.644531 1571167713.6017
MEM 656.644531 1571167713.7021
MEM 656.644531 1571167713.8024
MEM 657.390625 1571167713.9028
MEM 665.898438 1571167714.0031
MEM 665.898438 1571167714.1034
MEM 665.898438 1571167714.2037
MEM 665.898438 1571167714.3040
MEM 665.898438 1571167714.4043
MEM 665.898438 1571167714.5046
MEM 665.898438 1571167714.6050
MEM 665.898438 1571167714.7053
MEM 665.898438 1571167714.8057
MEM 665.898438 1571167714.9059
MEM 665.898438 1571167715.0062
MEM 665.898438 1571167715.1066
MEM 665.898438 1571167715.2069
MEM 665.898438 1571167715.3071
MEM 665.898438 1571167715.4075
MEM 665.898438 1571167715.5077
MEM 665.898438 1571167715.6080
MEM 665.898438 1571167715.7084
MEM 665.898438 1571167715.8087
MEM 665.898438 1571167715.9090
MEM 665.898438 1571167716.0093
MEM 665.898438 1571167716.1097
MEM 665.898438 1571167716.2099
MEM 665.898438 1571167716.3102
MEM 665.898438 1571167716.4105
MEM 665.898438 1571167716.5108
MEM 665.898438 1571167716.6111
MEM 665.898438 1571167716.7114
MEM 665.898438 1571167716.8118
MEM 665.898438 1571167716.9120
MEM 665.898438 1571167717.0123
MEM 665.898438 1571167717.1127
MEM 665.898438 1571167717.2130
MEM 665.898438 1571167717.3133
MEM 665.898438 1571167717.4136
MEM 665.898438 1571167717.5139
MEM 665.898438 1571167717.6142
MEM 665.898438 1571167717.7145
MEM 665.898438 1571167717.8149
MEM 665.898438 1571167717.9152
MEM 665.898438 1571167718.0155
MEM 665.898438 1571167718.1158
MEM 665.898438 1571167718.2161
MEM 665.898438 1571167718.3163
MEM 665.898438 1571167718.4166
MEM 665.898438 1571167718.5175
MEM 665.898438 1571167718.6178
MEM 665.898438 1571167718.7182
MEM 665.898438 1571167718.8185
MEM 665.898438 1571167718.9188
MEM 665.898438 1571167719.0190
MEM 665.898438 1571167719.1194
MEM 665.898438 1571167719.2197
MEM 665.898438 1571167719.3200
MEM 665.898438 1571167719.4203
MEM 665.898438 1571167719.5206
MEM 665.898438 1571167719.6210
MEM 665.898438 1571167719.7213
MEM 665.898438 1571167719.8216
MEM 665.898438 1571167719.9219
MEM 665.898438 1571167720.0222
MEM 665.898438 1571167720.1226
MEM 665.898438 1571167720.2228
MEM 665.898438 1571167720.3230
MEM 665.898438 1571167720.4234
MEM 665.898438 1571167720.5236
MEM 665.898438 1571167720.6239
MEM 665.898438 1571167720.7242
MEM 665.898438 1571167720.8246
MEM 665.898438 1571167720.9248
MEM 665.898438 1571167721.0251
MEM 665.898438 1571167721.1255
MEM 665.898438 1571167721.2257
MEM 665.898438 1571167721.3260
MEM 665.898438 1571167721.4263
MEM 665.898438 1571167721.5266
MEM 665.898438 1571167721.6269
MEM 665.898438 1571167721.7273
MEM 665.898438 1571167721.8276
MEM 665.898438 1571167721.9279
MEM 665.898438 1571167722.0282
MEM 665.898438 1571167722.1285
MEM 665.898438 1571167722.2288
MEM 665.898438 1571167722.3291
MEM 665.898438 1571167722.4295
MEM 665.898438 1571167722.5298
MEM 665.898438 1571167722.6301
MEM 665.898438 1571167722.7304
MEM 665.898438 1571167722.8308
MEM 665.898438 1571167722.9310
MEM 665.898438 1571167723.0313
MEM 665.898438 1571167723.1316
MEM 665.898438 1571167723.2319
MEM 665.898438 1571167723.3322
MEM 665.898438 1571167723.4325
MEM 665.898438 1571167723.5328
MEM 665.898438 1571167723.6332
MEM 665.898438 1571167723.7336
MEM 665.898438 1571167723.8339
MEM 665.898438 1571167723.9342
MEM 665.898438 1571167724.0346
MEM 656.660156 1571167724.1349
MEM 656.660156 1571167724.2351
MEM 656.660156 1571167724.3354
MEM 656.660156 1571167724.4357
MEM 656.660156 1571167724.5360
MEM 656.660156 1571167724.6363
MEM 656.660156 1571167724.7367
MEM 656.660156 1571167724.8370
MEM 656.660156 1571167724.9373
MEM 656.660156 1571167725.0376
MEM 656.660156 1571167725.1380
MEM 656.660156 1571167725.2382
MEM 656.660156 1571167725.3385
MEM 656.660156 1571167725.4388
MEM 656.660156 1571167725.5390
MEM 656.660156 1571167725.6393
MEM 656.660156 1571167725.7396
MEM 656.660156 1571167725.8399
MEM 656.660156 1571167725.9402
MEM 656.660156 1571167726.0406
MEM 656.660156 1571167726.1409
MEM 656.660156 1571167726.2411
MEM 656.660156 1571167726.3414
MEM 656.660156 1571167726.4418
MEM 656.660156 1571167726.5420
MEM 656.660156 1571167726.6423
MEM 656.660156 1571167726.7426
MEM 656.660156 1571167726.8430
MEM 656.660156 1571167726.9433
MEM 656.660156 1571167727.0436
MEM 656.660156 1571167727.1439
MEM 656.660156 1571167727.2442
MEM 656.660156 1571167727.3463
MEM 656.660156 1571167727.4467
MEM 656.660156 1571167727.5470
MEM 656.660156 1571167727.6473
MEM 656.660156 1571167727.7477
MEM 656.660156 1571167727.8480
MEM 656.660156 1571167727.9482
MEM 656.660156 1571167728.0486
MEM 656.660156 1571167728.1489
MEM 656.660156 1571167728.2491
MEM 656.660156 1571167728.3495
MEM 656.660156 1571167728.4498
MEM 656.660156 1571167728.5500
MEM 656.660156 1571167728.6503
MEM 656.660156 1571167728.7507
MEM 656.660156 1571167728.8510
MEM 656.660156 1571167728.9513
MEM 656.660156 1571167729.0517
MEM 659.906250 1571167729.1521
MEM 665.835938 1571167729.2524
MEM 665.835938 1571167729.3527
MEM 665.835938 1571167729.4530
MEM 665.835938 1571167729.5533
MEM 665.835938 1571167729.6536
MEM 665.835938 1571167729.7539
MEM 665.835938 1571167729.8543
MEM 665.835938 1571167729.9545
MEM 665.835938 1571167730.0549
MEM 665.835938 1571167730.1551
MEM 665.835938 1571167730.2553
MEM 665.835938 1571167730.3557
MEM 665.835938 1571167730.4560
MEM 665.835938 1571167730.5562
MEM 665.835938 1571167730.6565
MEM 665.835938 1571167730.7569
MEM 665.835938 1571167730.8572
MEM 665.835938 1571167730.9575
MEM 665.835938 1571167731.0579
MEM 665.835938 1571167731.1582
MEM 665.835938 1571167731.2585
MEM 665.835938 1571167731.3589
MEM 665.835938 1571167731.4593
MEM 665.835938 1571167731.5596
MEM 665.835938 1571167731.6599
MEM 665.835938 1571167731.7602
MEM 665.835938 1571167731.8606
MEM 665.835938 1571167731.9610
MEM 665.835938 1571167732.0613
MEM 665.835938 1571167732.1616
MEM 665.835938 1571167732.2618
MEM 665.835938 1571167732.3622
MEM 665.835938 1571167732.4625
MEM 665.835938 1571167732.5628
MEM 665.835938 1571167732.6630
MEM 665.835938 1571167732.7634
MEM 665.835938 1571167732.8637
MEM 665.835938 1571167732.9640
MEM 665.835938 1571167733.0644
MEM 665.835938 1571167733.1646
MEM 665.835938 1571167733.2649
MEM 665.835938 1571167733.3652
MEM 665.835938 1571167733.4655
MEM 665.835938 1571167733.5658
MEM 665.835938 1571167733.6661
MEM 665.835938 1571167733.7664
MEM 665.835938 1571167733.8668
MEM 665.835938 1571167733.9670
MEM 665.835938 1571167734.0674
MEM 665.835938 1571167734.1676
MEM 665.835938 1571167734.2678
MEM 665.835938 1571167734.3682
MEM 665.835938 1571167734.4685
MEM 665.835938 1571167734.5687
MEM 665.835938 1571167734.6691
MEM 665.835938 1571167734.7694
MEM 665.835938 1571167734.8697
MEM 665.835938 1571167734.9700
MEM 665.835938 1571167735.0704
MEM 665.835938 1571167735.1706
MEM 665.835938 1571167735.2709
MEM 665.835938 1571167735.3712
MEM 665.835938 1571167735.4715
MEM 665.835938 1571167735.5718
MEM 665.835938 1571167735.6721
MEM 665.835938 1571167735.7725
MEM 665.835938 1571167735.8728
MEM 665.835938 1571167735.9731
MEM 665.835938 1571167736.0734
MEM 665.835938 1571167736.1737
MEM 665.835938 1571167736.2740
MEM 665.835938 1571167736.3743
MEM 665.835938 1571167736.4746
MEM 665.835938 1571167736.5748
MEM 665.835938 1571167736.6752
MEM 665.835938 1571167736.7755
MEM 665.835938 1571167736.8759
MEM 665.835938 1571167736.9762
MEM 665.835938 1571167737.0766
MEM 665.835938 1571167737.1769
MEM 665.835938 1571167737.2772
MEM 665.835938 1571167737.3776
MEM 665.835938 1571167737.4779
MEM 665.835938 1571167737.5783
MEM 665.835938 1571167737.6786
MEM 665.835938 1571167737.7790
MEM 665.835938 1571167737.8793
MEM 665.835938 1571167737.9796
MEM 665.835938 1571167738.0800
MEM 665.835938 1571167738.1802
MEM 665.835938 1571167738.2805
MEM 665.835938 1571167738.3808
MEM 665.835938 1571167738.4811
MEM 665.835938 1571167738.5814
MEM 665.835938 1571167738.6817
MEM 665.835938 1571167738.7820
