CMDLINE /home/oscar/anaconda2/envs/devito_newest/bin/python ./utest_nodask_naws.py
MEM 623.683594 1571166210.4680
MEM 623.683594 1571166210.5684
MEM 623.683594 1571166210.6687
MEM 623.683594 1571166210.7691
MEM 623.683594 1571166210.8694
MEM 623.683594 1571166210.9697
MEM 623.683594 1571166211.0701
MEM 623.683594 1571166211.1704
MEM 623.683594 1571166211.2708
MEM 623.910156 1571166211.3711
MEM 624.039062 1571166211.4717
MEM 624.281250 1571166211.5721
MEM 624.281250 1571166211.6725
MEM 624.281250 1571166211.7728
MEM 624.390625 1571166211.8732
MEM 624.390625 1571166211.9735
MEM 624.390625 1571166212.0739
MEM 624.390625 1571166212.1742
MEM 624.390625 1571166212.2746
MEM 624.390625 1571166212.3750
MEM 625.316406 1571166212.4753
MEM 625.355469 1571166212.5757
MEM 625.355469 1571166212.6760
MEM 625.355469 1571166212.7764
MEM 625.355469 1571166212.8766
MEM 625.355469 1571166212.9770
MEM 625.355469 1571166213.0776
MEM 626.613281 1571166213.1779
MEM 626.613281 1571166213.2783
MEM 626.613281 1571166213.3786
MEM 626.613281 1571166213.4789
MEM 626.613281 1571166213.5793
MEM 626.613281 1571166213.6796
MEM 626.613281 1571166213.7800
MEM 626.613281 1571166213.8803
MEM 626.613281 1571166213.9807
MEM 626.613281 1571166214.0810
MEM 626.613281 1571166214.1814
MEM 626.613281 1571166214.2817
MEM 626.613281 1571166214.3821
MEM 626.613281 1571166214.4824
MEM 626.613281 1571166214.5828
MEM 626.613281 1571166214.6831
MEM 626.613281 1571166214.7835
MEM 626.613281 1571166214.8838
MEM 626.613281 1571166214.9841
MEM 626.613281 1571166215.0844
MEM 626.613281 1571166215.1848
MEM 626.613281 1571166215.2851
MEM 626.613281 1571166215.3854
MEM 635.859375 1571166215.4858
MEM 638.375000 1571166215.5861
MEM 638.406250 1571166215.6865
MEM 638.425781 1571166215.7869
MEM 638.425781 1571166215.8872
MEM 638.425781 1571166215.9875
MEM 638.429688 1571166216.0878
MEM 638.429688 1571166216.1882
MEM 638.433594 1571166216.2886
MEM 638.437500 1571166216.3889
MEM 638.437500 1571166216.4892
MEM 638.437500 1571166216.5896
MEM 638.445312 1571166216.6899
MEM 638.445312 1571166216.7902
MEM 638.445312 1571166216.8905
MEM 638.445312 1571166216.9909
MEM 638.445312 1571166217.0913
MEM 638.445312 1571166217.1916
MEM 638.445312 1571166217.2920
MEM 638.445312 1571166217.3923
MEM 638.445312 1571166217.4926
MEM 638.445312 1571166217.5929
MEM 638.445312 1571166217.6933
MEM 638.445312 1571166217.7936
MEM 638.445312 1571166217.8939
MEM 638.445312 1571166217.9942
MEM 638.445312 1571166218.0945
MEM 638.445312 1571166218.1948
MEM 638.480469 1571166218.2952
MEM 638.480469 1571166218.3955
MEM 638.480469 1571166218.4958
MEM 638.480469 1571166218.5961
MEM 638.480469 1571166218.6965
MEM 638.480469 1571166218.7969
MEM 638.480469 1571166218.8972
MEM 638.480469 1571166218.9975
MEM 638.480469 1571166219.0978
MEM 638.480469 1571166219.1982
MEM 638.480469 1571166219.2985
MEM 638.480469 1571166219.3989
MEM 638.480469 1571166219.4991
MEM 638.480469 1571166219.5995
MEM 638.480469 1571166219.6998
MEM 638.480469 1571166219.8002
MEM 638.480469 1571166219.9005
MEM 638.480469 1571166220.0008
MEM 638.480469 1571166220.1011
MEM 638.480469 1571166220.2014
MEM 638.480469 1571166220.3018
MEM 638.480469 1571166220.4021
MEM 638.480469 1571166220.5024
MEM 638.480469 1571166220.6028
MEM 638.480469 1571166220.7031
MEM 638.480469 1571166220.8034
MEM 638.480469 1571166220.9037
MEM 638.480469 1571166221.0041
MEM 638.480469 1571166221.1044
MEM 638.480469 1571166221.2048
MEM 638.480469 1571166221.3051
MEM 638.480469 1571166221.4054
MEM 638.480469 1571166221.5057
MEM 638.480469 1571166221.6060
MEM 638.480469 1571166221.7064
MEM 638.480469 1571166221.8068
MEM 638.480469 1571166221.9070
MEM 638.480469 1571166222.0074
MEM 638.480469 1571166222.1077
MEM 638.480469 1571166222.2081
MEM 638.480469 1571166222.3084
MEM 638.480469 1571166222.4087
MEM 638.480469 1571166222.5090
MEM 638.480469 1571166222.6093
MEM 638.480469 1571166222.7097
MEM 638.480469 1571166222.8100
MEM 638.480469 1571166222.9103
MEM 638.480469 1571166223.0107
MEM 638.480469 1571166223.1110
MEM 638.480469 1571166223.2114
MEM 638.480469 1571166223.3117
MEM 638.480469 1571166223.4121
MEM 638.480469 1571166223.5124
MEM 638.480469 1571166223.6128
MEM 652.449219 1571166223.7134
MEM 647.753906 1571166223.8138
MEM 647.753906 1571166223.9142
MEM 647.753906 1571166224.0145
MEM 647.753906 1571166224.1149
MEM 647.753906 1571166224.2152
MEM 647.753906 1571166224.3156
MEM 647.753906 1571166224.4159
MEM 647.753906 1571166224.5162
MEM 647.753906 1571166224.6165
MEM 647.753906 1571166224.7169
MEM 647.753906 1571166224.8172
MEM 647.753906 1571166224.9176
MEM 647.753906 1571166225.0179
MEM 647.753906 1571166225.1182
MEM 647.753906 1571166225.2186
MEM 647.753906 1571166225.3189
MEM 647.753906 1571166225.4193
MEM 647.753906 1571166225.5197
MEM 647.753906 1571166225.6200
MEM 647.753906 1571166225.7204
MEM 647.753906 1571166225.8207
MEM 647.753906 1571166225.9211
MEM 647.753906 1571166226.0215
MEM 647.753906 1571166226.1218
MEM 647.753906 1571166226.2222
MEM 647.753906 1571166226.3225
MEM 647.753906 1571166226.4228
MEM 647.753906 1571166226.5231
MEM 647.753906 1571166226.6234
MEM 647.753906 1571166226.7238
MEM 647.753906 1571166226.8241
MEM 647.753906 1571166226.9245
MEM 647.753906 1571166227.0248
MEM 647.753906 1571166227.1251
MEM 647.753906 1571166227.2255
MEM 647.753906 1571166227.3258
MEM 647.753906 1571166227.4262
MEM 647.753906 1571166227.5265
MEM 647.753906 1571166227.6269
MEM 647.753906 1571166227.7272
MEM 647.753906 1571166227.8276
MEM 647.753906 1571166227.9279
MEM 647.753906 1571166228.0283
MEM 647.753906 1571166228.1286
MEM 647.753906 1571166228.2290
MEM 647.753906 1571166228.3293
MEM 647.753906 1571166228.4297
MEM 647.753906 1571166228.5301
MEM 647.753906 1571166228.6305
MEM 647.753906 1571166228.7308
MEM 647.753906 1571166228.8312
MEM 647.753906 1571166228.9315
MEM 647.753906 1571166229.0319
MEM 647.753906 1571166229.1322
MEM 647.753906 1571166229.2326
MEM 647.753906 1571166229.3329
MEM 647.753906 1571166229.4332
MEM 647.753906 1571166229.5336
MEM 656.792969 1571166229.6339
MEM 656.792969 1571166229.7342
MEM 656.792969 1571166229.8346
MEM 656.792969 1571166229.9349
MEM 656.792969 1571166230.0352
MEM 656.792969 1571166230.1356
MEM 656.792969 1571166230.2360
MEM 656.792969 1571166230.3362
MEM 656.792969 1571166230.4365
MEM 656.792969 1571166230.5368
MEM 656.792969 1571166230.6372
MEM 656.792969 1571166230.7376
MEM 656.792969 1571166230.8379
MEM 656.792969 1571166230.9383
MEM 656.792969 1571166231.0386
MEM 656.792969 1571166231.1389
MEM 656.792969 1571166231.2393
MEM 656.792969 1571166231.3396
MEM 656.792969 1571166231.4399
MEM 656.792969 1571166231.5402
MEM 656.792969 1571166231.6406
MEM 656.792969 1571166231.7409
MEM 656.792969 1571166231.8413
MEM 656.792969 1571166231.9416
MEM 656.792969 1571166232.0419
MEM 656.792969 1571166232.1423
MEM 656.792969 1571166232.2426
MEM 656.792969 1571166232.3429
MEM 656.792969 1571166232.4433
MEM 656.792969 1571166232.5436
MEM 656.792969 1571166232.6439
MEM 656.792969 1571166232.7442
MEM 656.792969 1571166232.8446
MEM 656.792969 1571166232.9450
MEM 656.792969 1571166233.0453
MEM 656.792969 1571166233.1457
MEM 656.792969 1571166233.2460
MEM 656.792969 1571166233.3463
MEM 656.792969 1571166233.4466
MEM 656.792969 1571166233.5470
MEM 656.792969 1571166233.6473
MEM 656.792969 1571166233.7476
MEM 656.792969 1571166233.8480
MEM 656.792969 1571166233.9483
MEM 656.792969 1571166234.0486
MEM 656.792969 1571166234.1490
MEM 656.792969 1571166234.2493
MEM 656.792969 1571166234.3496
MEM 656.792969 1571166234.4499
MEM 656.792969 1571166234.5502
MEM 656.792969 1571166234.6506
MEM 656.792969 1571166234.7509
MEM 656.792969 1571166234.8513
MEM 666.046875 1571166234.9516
MEM 666.046875 1571166235.0519
MEM 666.046875 1571166235.1523
MEM 666.046875 1571166235.2527
MEM 666.046875 1571166235.3529
MEM 666.046875 1571166235.4533
MEM 666.046875 1571166235.5536
MEM 666.046875 1571166235.6539
MEM 666.046875 1571166235.7543
MEM 666.046875 1571166235.8546
MEM 666.046875 1571166235.9550
MEM 666.046875 1571166236.0554
MEM 666.046875 1571166236.1557
MEM 666.046875 1571166236.2561
MEM 666.046875 1571166236.3564
MEM 666.046875 1571166236.4567
MEM 666.046875 1571166236.5570
MEM 666.046875 1571166236.6574
MEM 666.046875 1571166236.7578
MEM 666.046875 1571166236.8581
MEM 666.046875 1571166236.9585
MEM 666.046875 1571166237.0588
MEM 666.046875 1571166237.1591
MEM 666.046875 1571166237.2595
MEM 666.046875 1571166237.3598
MEM 666.046875 1571166237.4601
MEM 666.046875 1571166237.5604
MEM 666.046875 1571166237.6607
MEM 666.046875 1571166237.7610
MEM 666.046875 1571166237.8614
MEM 666.046875 1571166237.9618
MEM 666.046875 1571166238.0621
MEM 666.046875 1571166238.1625
MEM 666.046875 1571166238.2628
MEM 666.046875 1571166238.3632
MEM 666.046875 1571166238.4635
MEM 666.046875 1571166238.5638
MEM 666.046875 1571166238.6641
MEM 666.046875 1571166238.7644
MEM 666.046875 1571166238.8648
MEM 666.046875 1571166238.9652
MEM 666.046875 1571166239.0655
MEM 666.046875 1571166239.1658
MEM 666.046875 1571166239.2662
MEM 666.046875 1571166239.3665
MEM 666.046875 1571166239.4668
MEM 666.046875 1571166239.5671
MEM 666.046875 1571166239.6674
MEM 666.046875 1571166239.7677
MEM 666.046875 1571166239.8681
MEM 666.046875 1571166239.9684
MEM 666.046875 1571166240.0687
MEM 666.046875 1571166240.1690
MEM 666.046875 1571166240.2694
MEM 666.046875 1571166240.3698
MEM 666.046875 1571166240.4701
MEM 666.046875 1571166240.5704
MEM 666.046875 1571166240.6707
MEM 666.046875 1571166240.7711
MEM 666.046875 1571166240.8714
MEM 666.046875 1571166240.9718
MEM 666.046875 1571166241.0721
MEM 666.046875 1571166241.1725
MEM 666.046875 1571166241.2728
MEM 666.046875 1571166241.3731
MEM 666.046875 1571166241.4734
MEM 666.046875 1571166241.5738
MEM 666.046875 1571166241.6740
MEM 666.046875 1571166241.7744
MEM 666.046875 1571166241.8748
MEM 666.046875 1571166241.9751
MEM 666.046875 1571166242.0754
MEM 666.046875 1571166242.1758
MEM 666.046875 1571166242.2761
MEM 666.046875 1571166242.3764
MEM 666.046875 1571166242.4767
MEM 666.046875 1571166242.5770
MEM 666.046875 1571166242.6773
MEM 666.046875 1571166242.7777
MEM 666.046875 1571166242.8781
MEM 666.046875 1571166242.9784
MEM 666.046875 1571166243.0788
MEM 666.046875 1571166243.1791
MEM 666.046875 1571166243.2794
MEM 666.046875 1571166243.3798
MEM 666.046875 1571166243.4800
MEM 666.046875 1571166243.5804
MEM 666.046875 1571166243.6807
MEM 666.046875 1571166243.7810
MEM 666.046875 1571166243.8814
MEM 666.046875 1571166243.9817
MEM 666.046875 1571166244.0820
MEM 666.046875 1571166244.1824
MEM 666.046875 1571166244.2828
MEM 666.046875 1571166244.3831
MEM 666.046875 1571166244.4834
MEM 666.046875 1571166244.5837
MEM 666.046875 1571166244.6840
MEM 666.046875 1571166244.7844
MEM 666.046875 1571166244.8847
MEM 666.046875 1571166244.9851
MEM 666.046875 1571166245.0854
MEM 666.046875 1571166245.1858
MEM 666.046875 1571166245.2861
MEM 656.917969 1571166245.3864
MEM 656.917969 1571166245.4867
MEM 656.917969 1571166245.5871
MEM 656.917969 1571166245.6874
MEM 656.917969 1571166245.7877
MEM 656.917969 1571166245.8881
MEM 656.917969 1571166245.9884
MEM 656.917969 1571166246.0888
MEM 656.917969 1571166246.1891
MEM 656.917969 1571166246.2895
MEM 656.917969 1571166246.3898
MEM 656.917969 1571166246.4901
MEM 656.917969 1571166246.5904
MEM 656.917969 1571166246.6907
MEM 656.917969 1571166246.7911
MEM 656.917969 1571166246.8914
MEM 656.917969 1571166246.9918
MEM 656.917969 1571166247.0922
MEM 656.917969 1571166247.1925
MEM 656.917969 1571166247.2929
MEM 656.917969 1571166247.3932
MEM 656.917969 1571166247.4935
MEM 656.917969 1571166247.5938
MEM 656.917969 1571166247.6951
MEM 656.917969 1571166247.7955
MEM 656.917969 1571166247.8958
MEM 656.917969 1571166247.9962
MEM 656.917969 1571166248.0965
MEM 656.917969 1571166248.1969
MEM 656.917969 1571166248.2972
MEM 656.917969 1571166248.3976
MEM 656.917969 1571166248.4978
MEM 656.917969 1571166248.5982
MEM 656.917969 1571166248.6985
MEM 656.917969 1571166248.7989
MEM 656.917969 1571166248.8993
MEM 656.917969 1571166248.9996
MEM 656.917969 1571166249.1000
MEM 656.917969 1571166249.2003
MEM 656.917969 1571166249.3007
MEM 656.917969 1571166249.4010
MEM 656.917969 1571166249.5013
MEM 656.917969 1571166249.6016
MEM 656.917969 1571166249.7020
MEM 656.917969 1571166249.8028
MEM 656.917969 1571166249.9031
MEM 656.917969 1571166250.0034
MEM 656.917969 1571166250.1038
MEM 656.917969 1571166250.2041
MEM 656.917969 1571166250.3045
MEM 656.917969 1571166250.4048
MEM 656.917969 1571166250.5051
MEM 666.156250 1571166250.6054
MEM 666.156250 1571166250.7058
MEM 666.156250 1571166250.8061
MEM 666.156250 1571166250.9064
MEM 666.156250 1571166251.0068
MEM 666.156250 1571166251.1070
MEM 666.156250 1571166251.2074
MEM 666.156250 1571166251.3078
MEM 666.156250 1571166251.4081
MEM 666.156250 1571166251.5084
MEM 666.156250 1571166251.6087
MEM 666.156250 1571166251.7091
MEM 666.156250 1571166251.8094
MEM 666.156250 1571166251.9098
MEM 666.156250 1571166252.0101
MEM 666.156250 1571166252.1104
MEM 666.156250 1571166252.2108
MEM 666.156250 1571166252.3111
MEM 666.156250 1571166252.4114
MEM 666.156250 1571166252.5117
MEM 666.156250 1571166252.6121
MEM 666.156250 1571166252.7124
MEM 666.156250 1571166252.8127
MEM 666.156250 1571166252.9130
MEM 666.156250 1571166253.0134
MEM 666.156250 1571166253.1151
MEM 666.156250 1571166253.2154
MEM 666.156250 1571166253.3158
MEM 666.156250 1571166253.4161
MEM 666.156250 1571166253.5166
MEM 666.156250 1571166253.6169
MEM 666.156250 1571166253.7173
MEM 666.156250 1571166253.8176
MEM 666.156250 1571166253.9180
MEM 666.156250 1571166254.0183
MEM 666.156250 1571166254.1186
MEM 666.156250 1571166254.2190
MEM 666.156250 1571166254.3193
MEM 666.156250 1571166254.4197
MEM 666.156250 1571166254.5200
MEM 666.156250 1571166254.6203
MEM 666.156250 1571166254.7206
MEM 666.156250 1571166254.8210
MEM 666.156250 1571166254.9213
MEM 666.156250 1571166255.0217
MEM 666.156250 1571166255.1220
MEM 666.156250 1571166255.2224
MEM 666.156250 1571166255.3227
MEM 666.156250 1571166255.4231
MEM 666.156250 1571166255.5234
MEM 666.156250 1571166255.6237
MEM 666.156250 1571166255.7240
MEM 666.156250 1571166255.8243
MEM 666.156250 1571166255.9247
MEM 666.156250 1571166256.0250
MEM 666.156250 1571166256.1254
MEM 666.156250 1571166256.2257
MEM 666.156250 1571166256.3261
MEM 666.156250 1571166256.4264
MEM 666.156250 1571166256.5268
MEM 666.156250 1571166256.6270
MEM 666.156250 1571166256.7274
MEM 666.156250 1571166256.8277
MEM 666.156250 1571166256.9280
MEM 666.156250 1571166257.0284
MEM 666.156250 1571166257.1287
MEM 666.156250 1571166257.2291
MEM 666.156250 1571166257.3294
MEM 666.156250 1571166257.4298
MEM 666.156250 1571166257.5301
MEM 666.156250 1571166257.6304
MEM 666.156250 1571166257.7308
MEM 666.156250 1571166257.8311
MEM 666.156250 1571166257.9314
MEM 666.156250 1571166258.0318
MEM 666.156250 1571166258.1322
MEM 666.156250 1571166258.2325
MEM 666.156250 1571166258.3329
MEM 666.156250 1571166258.4332
MEM 666.156250 1571166258.5335
MEM 666.156250 1571166258.6339
MEM 666.156250 1571166258.7342
MEM 666.156250 1571166258.8345
MEM 666.156250 1571166258.9349
MEM 666.156250 1571166259.0353
MEM 666.156250 1571166259.1356
MEM 666.156250 1571166259.2360
MEM 666.156250 1571166259.3363
MEM 666.156250 1571166259.4366
MEM 666.156250 1571166259.5370
MEM 666.156250 1571166259.6373
MEM 666.156250 1571166259.7376
MEM 666.156250 1571166259.8380
MEM 666.156250 1571166259.9384
MEM 666.156250 1571166260.0387
MEM 666.156250 1571166260.1391
MEM 666.156250 1571166260.2395
MEM 666.156250 1571166260.3398
MEM 666.156250 1571166260.4401
MEM 666.156250 1571166260.5404
MEM 666.156250 1571166260.6407
MEM 666.156250 1571166260.7411
MEM 666.156250 1571166260.8444
MEM 656.917969 1571166260.9448
MEM 656.917969 1571166261.0451
MEM 656.917969 1571166261.1454
MEM 656.917969 1571166261.2472
MEM 656.917969 1571166261.3476
MEM 656.917969 1571166261.4479
MEM 656.917969 1571166261.5503
MEM 656.917969 1571166261.6506
MEM 656.917969 1571166261.7510
MEM 656.917969 1571166261.8514
MEM 656.917969 1571166261.9517
MEM 656.917969 1571166262.0520
MEM 656.917969 1571166262.1524
MEM 656.917969 1571166262.2528
MEM 656.917969 1571166262.3531
MEM 656.917969 1571166262.4535
MEM 656.917969 1571166262.5539
MEM 656.917969 1571166262.6542
MEM 656.917969 1571166262.7546
MEM 656.917969 1571166262.8550
MEM 656.917969 1571166262.9586
MEM 656.917969 1571166263.0590
MEM 656.917969 1571166263.1594
MEM 656.917969 1571166263.2597
MEM 656.917969 1571166263.3601
MEM 656.917969 1571166263.4604
MEM 656.917969 1571166263.5607
MEM 656.917969 1571166263.6610
MEM 656.917969 1571166263.7614
MEM 656.917969 1571166263.8618
MEM 656.917969 1571166263.9621
MEM 656.917969 1571166264.0624
MEM 656.917969 1571166264.1628
MEM 656.917969 1571166264.2631
MEM 656.917969 1571166264.3634
MEM 656.917969 1571166264.4638
MEM 656.917969 1571166264.5641
MEM 656.917969 1571166264.6644
MEM 656.917969 1571166264.7647
MEM 656.917969 1571166264.8651
MEM 656.917969 1571166264.9654
MEM 656.917969 1571166265.0658
MEM 656.917969 1571166265.1661
MEM 656.917969 1571166265.2665
MEM 656.917969 1571166265.3668
MEM 656.917969 1571166265.4671
MEM 656.917969 1571166265.5674
MEM 656.917969 1571166265.6677
MEM 656.917969 1571166265.7681
MEM 656.917969 1571166265.8684
MEM 656.917969 1571166265.9687
MEM 656.917969 1571166266.0691
MEM 656.917969 1571166266.1695
MEM 656.917969 1571166266.2698
MEM 666.191406 1571166266.3701
MEM 666.191406 1571166266.4705
MEM 666.191406 1571166266.5708
MEM 666.191406 1571166266.6711
MEM 666.191406 1571166266.7715
MEM 666.191406 1571166266.8718
MEM 666.191406 1571166266.9721
MEM 666.191406 1571166267.0725
MEM 666.191406 1571166267.1728
MEM 666.191406 1571166267.2732
MEM 666.191406 1571166267.3736
MEM 666.191406 1571166267.4739
MEM 666.191406 1571166267.5743
MEM 666.191406 1571166267.6746
MEM 666.191406 1571166267.7750
MEM 666.191406 1571166267.8753
MEM 666.191406 1571166267.9756
MEM 666.191406 1571166268.0760
MEM 666.191406 1571166268.1763
MEM 666.191406 1571166268.2767
MEM 666.191406 1571166268.3770
MEM 666.191406 1571166268.4773
MEM 666.191406 1571166268.5776
MEM 666.191406 1571166268.6780
MEM 666.191406 1571166268.7784
MEM 666.191406 1571166268.8787
MEM 666.191406 1571166268.9790
MEM 666.191406 1571166269.0794
MEM 666.191406 1571166269.1797
MEM 666.191406 1571166269.2801
MEM 666.191406 1571166269.3804
MEM 666.191406 1571166269.4807
MEM 666.191406 1571166269.5810
MEM 666.191406 1571166269.6831
MEM 666.191406 1571166269.7834
MEM 666.191406 1571166269.8838
MEM 666.191406 1571166269.9842
MEM 666.191406 1571166270.0845
MEM 666.191406 1571166270.1848
MEM 666.191406 1571166270.2852
MEM 666.191406 1571166270.3856
MEM 666.191406 1571166270.4859
MEM 666.191406 1571166270.5862
MEM 666.191406 1571166270.6865
MEM 666.191406 1571166270.7869
MEM 666.191406 1571166270.8873
MEM 666.191406 1571166270.9876
MEM 666.191406 1571166271.0879
MEM 666.191406 1571166271.1883
MEM 666.191406 1571166271.2886
MEM 666.191406 1571166271.3890
MEM 666.191406 1571166271.4894
MEM 666.191406 1571166271.5897
MEM 666.191406 1571166271.6901
MEM 666.191406 1571166271.7905
MEM 666.191406 1571166271.8909
MEM 666.191406 1571166271.9912
MEM 666.191406 1571166272.0916
MEM 666.191406 1571166272.1919
MEM 666.191406 1571166272.2923
MEM 666.191406 1571166272.3926
MEM 666.191406 1571166272.4930
MEM 666.191406 1571166272.5933
MEM 666.191406 1571166272.6937
MEM 666.191406 1571166272.7940
MEM 666.191406 1571166272.8944
MEM 666.191406 1571166272.9947
MEM 666.191406 1571166273.0951
MEM 666.191406 1571166273.1955
MEM 666.191406 1571166273.2958
MEM 666.191406 1571166273.3961
MEM 666.191406 1571166273.4965
MEM 666.191406 1571166273.5968
MEM 666.191406 1571166273.6971
MEM 666.191406 1571166273.7975
MEM 666.191406 1571166273.8979
MEM 666.191406 1571166273.9982
MEM 666.191406 1571166274.0985
MEM 666.191406 1571166274.1989
MEM 666.191406 1571166274.2993
MEM 666.191406 1571166274.3996
MEM 666.191406 1571166274.4999
MEM 666.191406 1571166274.6002
MEM 666.191406 1571166274.7006
MEM 666.191406 1571166274.8009
MEM 666.191406 1571166274.9013
MEM 666.191406 1571166275.0016
MEM 666.191406 1571166275.1019
MEM 666.191406 1571166275.2023
MEM 666.191406 1571166275.3026
MEM 666.191406 1571166275.4030
MEM 666.191406 1571166275.5033
MEM 666.191406 1571166275.6036
MEM 666.191406 1571166275.7039
MEM 666.191406 1571166275.8043
MEM 666.191406 1571166275.9046
MEM 666.191406 1571166276.0050
MEM 666.191406 1571166276.1053
MEM 666.191406 1571166276.2057
MEM 666.191406 1571166276.3060
MEM 666.191406 1571166276.4064
MEM 666.191406 1571166276.5067
MEM 666.191406 1571166276.6070
MEM 666.191406 1571166276.7073
MEM 666.191406 1571166276.8087
MEM 666.191406 1571166276.9091
MEM 666.191406 1571166277.0095
MEM 656.925781 1571166277.1098
MEM 656.925781 1571166277.2101
MEM 656.925781 1571166277.3105
MEM 656.925781 1571166277.4108
MEM 656.925781 1571166277.5110
MEM 656.925781 1571166277.6114
MEM 656.925781 1571166277.7117
MEM 656.925781 1571166277.8121
MEM 656.925781 1571166277.9124
MEM 656.925781 1571166278.0128
MEM 656.925781 1571166278.1131
MEM 656.925781 1571166278.2135
MEM 656.925781 1571166278.3138
MEM 656.925781 1571166278.4142
MEM 656.925781 1571166278.5145
MEM 656.925781 1571166278.6148
MEM 656.925781 1571166278.7151
MEM 656.925781 1571166278.8154
MEM 656.925781 1571166278.9158
MEM 656.925781 1571166279.0162
MEM 656.925781 1571166279.1192
MEM 656.925781 1571166279.2195
MEM 656.925781 1571166279.3199
MEM 656.925781 1571166279.4202
MEM 656.925781 1571166279.5205
MEM 656.925781 1571166279.6208
MEM 656.925781 1571166279.7211
MEM 656.925781 1571166279.8215
MEM 656.925781 1571166279.9218
MEM 656.925781 1571166280.0222
MEM 656.925781 1571166280.1225
MEM 656.925781 1571166280.2230
MEM 656.925781 1571166280.3233
MEM 656.925781 1571166280.4237
MEM 656.925781 1571166280.5239
MEM 656.925781 1571166280.6243
MEM 656.925781 1571166280.7246
MEM 656.925781 1571166280.8250
MEM 656.925781 1571166280.9253
MEM 656.925781 1571166281.0256
MEM 656.925781 1571166281.1260
MEM 656.925781 1571166281.2263
MEM 656.925781 1571166281.3267
MEM 656.925781 1571166281.4270
MEM 656.925781 1571166281.5273
MEM 656.925781 1571166281.6276
MEM 656.925781 1571166281.7280
MEM 656.925781 1571166281.8284
MEM 656.925781 1571166281.9287
MEM 656.925781 1571166282.0291
MEM 656.925781 1571166282.1295
MEM 656.925781 1571166282.2298
MEM 658.988281 1571166282.3302
MEM 666.207031 1571166282.4306
MEM 666.207031 1571166282.5309
MEM 666.207031 1571166282.6312
MEM 666.207031 1571166282.7316
MEM 666.207031 1571166282.8319
MEM 666.207031 1571166282.9323
MEM 666.207031 1571166283.0326
MEM 666.207031 1571166283.1330
MEM 666.207031 1571166283.2335
MEM 666.207031 1571166283.3339
MEM 666.207031 1571166283.4342
MEM 666.207031 1571166283.5345
MEM 666.207031 1571166283.6349
MEM 666.207031 1571166283.7352
MEM 666.207031 1571166283.8355
MEM 666.207031 1571166283.9359
MEM 666.207031 1571166284.0363
MEM 666.207031 1571166284.1366
